date,data_src,genus,species,length_m,mass_g,depth_num,depth_zone,commercial
1941,fbs,Paraletharchus,opercularis,64.30000305,NA,NA,demersal,NA
1916,fbs,Paraletharchus,pacificus,81,NA,NA,demersal,NA
1902,fbs,Paralichthodes,algoensis,50,NA,50.5,demersal,1
1867,fbs,Paralichthys,adspersus,70,NA,18,demersal,1
1898,fbs,Paralichthys,aestuarius,58.29999924,NA,NA,demersal,1
1882,fbs,Paralichthys,albigutta,71,2830,74.5,demersal,1
1842,fbs,Paralichthys,brasiliensis,100,12000,20,demersal,1
1859,fbs,Paralichthys,californicus,152,33000,91.5,demersal,1
1987,fbs,Paralichthys,delfini,NA,NA,NA,demersal,NA
1766,fbs,Paralichthys,dentatus,94,12000,96.5,demersal,1
1903,fbs,Paralichthys,fernandezianus,NA,NA,NA,demersal,NA
1891,fbs,Paralichthys,isosceles,32,456.1400146,120,demersal,NA
1884,fbs,Paralichthys,lethostigma,83,9330,NA,demersal,1
1881,fbs,Paralichthys,microps,41,798,NA,demersal,NA
1846,fbs,Paralichthys,olivaceus,103,9100,105,demersal,1
1839,fbs,Paralichthys,orbignyanus,62.40000153,NA,23,demersal,NA
1889,fbs,Paralichthys,patagonicus,48,NA,103,demersal,1
1882,fbs,Paralichthys,squamilentus,46,NA,115.5,demersal,NA
1903,fbs,Paralichthys,triocellatus,26.20000076,NA,126,demersal,NA
1933,fbs,Paralichthys,tropicus,50,NA,92.5,reef-associated,1
1897,fbs,Paralichthys,woolmani,80,NA,NA,demersal,1
1997,fbs,Paraliparis,abyssorum,11.30000019,NA,NA,bathydemersal,NA
2006,fbs,Paraliparis,acutidens,13.19999981,NA,NA,demersal,NA
2009,fbs,Paraliparis,adustus,15,NA,NA,bathypelagic,NA
1950,fbs,Paraliparis,albeolus,NA,NA,616.5,bathydemersal,NA
1915,fbs,Paraliparis,albescens,NA,NA,634,bathydemersal,NA
2012,fbs,Paraliparis,alius,NA,NA,1278.5,bathydemersal,NA
2012,fbs,Paraliparis,amerismos,3.599999905,NA,1253.5,bathydemersal,NA
1989,fbs,Paraliparis,andriashevi,NA,NA,2094.5,bathydemersal,NA
1914,fbs,Paraliparis,antarcticus,16.29999924,NA,541,bathydemersal,NA
2001,fbs,Paraliparis,anthracinus,13.30000019,NA,1052,bathydemersal,NA
1992,fbs,Paraliparis,aspersus,NA,NA,823,bathydemersal,NA
2001,fbs,Paraliparis,ater,NA,NA,NA,bathydemersal,NA
1912,fbs,Paraliparis,atramentatus,6.900000095,NA,1094,bathydemersal,NA
2001,fbs,Paraliparis,atrolabiatus,11.39999962,NA,1170,bathydemersal,NA
1899,fbs,Paraliparis,attenuatus,NA,NA,NA,bathydemersal,NA
2001,fbs,Paraliparis,auriculatus,NA,NA,NA,bathydemersal,NA
2001,fbs,Paraliparis,australiensis,NA,NA,1125,bathydemersal,NA
1902,fbs,Paraliparis,australis,5,NA,433,bathydemersal,0
2001,fbs,Paraliparis,avellaneus,13.19999981,NA,1125,bathydemersal,NA
2001,fbs,Paraliparis,badius,8.199999809,NA,NA,bathydemersal,NA
1999,fbs,Paraliparis,balgueriasi,NA,NA,NA,bathydemersal,NA
1879,fbs,Paraliparis,bathybius,25.29999924,NA,2014.5,bathydemersal,NA
1997,fbs,Paraliparis,bipolaris,9.199999809,NA,2812.5,bathydemersal,NA
2001,fbs,Paraliparis,brunneocaudatus,12.69999981,NA,NA,bathydemersal,NA
2001,fbs,Paraliparis,brunneus,NA,NA,NA,bathydemersal,NA
2009,fbs,Paraliparis,bullacephalus,6.199999809,NA,277.5,bathypelagic,NA
1968,fbs,Paraliparis,calidus,14.19999981,NA,678.5,bathydemersal,NA
2012,fbs,Paraliparis,camilarus,28.20000076,NA,1544.5,bathydemersal,NA
2011,fbs,Paraliparis,caninus,NA,NA,1416.5,bathydemersal,NA
2005,fbs,Paraliparis,carlbondi,NA,NA,1880,bathypelagic,NA
1892,fbs,Paraliparis,cephalus,8.199999809,NA,1047,bathydemersal,NA
1986,fbs,Paraliparis,cerasinus,NA,NA,1025,bathydemersal,NA
1993,fbs,Paraliparis,challengeri,NA,NA,NA,bathydemersal,NA
1992,fbs,Paraliparis,charcoti,9.699999809,NA,626.5,bathydemersal,NA
1896,fbs,Paraliparis,copei copei,17,NA,1088,bathydemersal,0
1982,fbs,Paraliparis,copei gibbericeps,13.10000038,NA,700,bathydemersal,NA
1982,fbs,Paraliparis,copei kerguelensis,22.10000038,NA,711,bathydemersal,NA
1966,fbs,Paraliparis,copei wilsoni,26,NA,1265,bathydemersal,0
2001,fbs,Paraliparis,coracinus,NA,NA,NA,bathydemersal,NA
2001,fbs,Paraliparis,costatus,20.39999962,NA,1206,bathydemersal,NA
2001,fbs,Paraliparis,csiroi,NA,NA,NA,bathydemersal,NA
1950,fbs,Paraliparis,dactyloides,NA,NA,NA,bathydemersal,NA
1896,fbs,Paraliparis,dactylosus,8.899999619,NA,770.5,bathydemersal,NA
2002,fbs,Paraliparis,darwini,NA,NA,NA,bathydemersal,NA
1912,fbs,Paraliparis,deani,10,NA,513,bathydemersal,NA
1986,fbs,Paraliparis,debueni,NA,NA,455,bathydemersal,NA
2001,fbs,Paraliparis,delphis,12.69999981,NA,NA,bathydemersal,NA
1980,fbs,Paraliparis,devriesi,19.5,NA,650,bathydemersal,NA
2001,fbs,Paraliparis,dewitti,NA,NA,NA,bathydemersal,NA
1986,fbs,Paraliparis,diploprora,NA,NA,1300,bathydemersal,NA
1988,fbs,Paraliparis,dipterus,NA,NA,NA,bathydemersal,NA
1994,fbs,Paraliparis,duhameli,NA,NA,1005,bathydemersal,NA
2001,fbs,Paraliparis,eastmani,18.29999924,NA,NA,bathydemersal,NA
1888,fbs,Paraliparis,edwardsi,8.199999809,NA,NA,bathydemersal,NA
2012,fbs,Paraliparis,ekaporus,28.10000038,NA,1544.5,bathydemersal,NA
1989,fbs,Paraliparis,eltanini,NA,NA,NA,bathydemersal,NA
1912,fbs,Paraliparis,entochloris,8.699999809,NA,191.5,demersal,NA
2012,fbs,Paraliparis,epacrognathus,28.10000038,NA,1544.5,bathydemersal,NA
2012,fbs,Paraliparis,exilis,12.89999962,NA,NA,bathydemersal,NA
1892,fbs,Paraliparis,fimbriatus,NA,NA,NA,benthopelagic,NA
2012,fbs,Paraliparis,freeborni,NA,NA,NA,bathydemersal,NA
1989,fbs,Paraliparis,fuscolingua,NA,NA,NA,bathydemersal,NA
2001,fbs,Paraliparis,lasti,18.5,NA,1076,bathydemersal,NA
1899,fbs,Paraliparis,latifrons,14.5,NA,2654.5,bathydemersal,NA
1982,fbs,Paraliparis,leobergi,8,NA,567.5,bathydemersal,NA
1986,fbs,Paraliparis,leucogaster,NA,NA,355,bathydemersal,0
1986,fbs,Paraliparis,leucoglossus,NA,NA,930,bathydemersal,0
1881,fbs,Paraliparis,liparinus,NA,NA,745.5,bathydemersal,NA
2012,fbs,Paraliparis,longicaecus,27.39999962,NA,1544.5,bathydemersal,NA
2001,fbs,Paraliparis,macrocephalus,10.39999962,NA,NA,bathydemersal,NA
2012,fbs,Paraliparis,macropterus,19.89999962,NA,NA,demersal,NA
2012,fbs,Paraliparis,magnoculus,18,NA,1181.5,bathydemersal,NA
1985,fbs,Paraliparis,mandibularis,10.69999981,NA,NA,bathydemersal,NA
1986,fbs,Paraliparis,mawsoni,15.89999962,NA,907.5,bathydemersal,0
1978,fbs,Paraliparis,megalopus,13.89999962,NA,3207.5,bathydemersal,NA
1982,fbs,Paraliparis,meganchus,21.70000076,NA,682.5,bathydemersal,0
1912,fbs,Paraliparis,melanobranchus,NA,NA,1179.5,bathydemersal,NA
1887,fbs,Paraliparis,membranaceus,6,NA,NA,bathydemersal,0
2012,fbs,Paraliparis,mentikoilon,26.20000076,NA,NA,demersal,NA
1892,fbs,Paraliparis,mento,12,NA,1026.5,bathydemersal,NA
1985,fbs,Paraliparis,meridionalis,NA,NA,766,bathydemersal,NA
1991,fbs,Paraliparis,merodontus,NA,NA,805,bathydemersal,NA
2006,fbs,Paraliparis,mexicanus,NA,NA,471,demersal,NA
1991,fbs,Paraliparis,molinai,NA,NA,NA,bathydemersal,NA
1979,fbs,Paraliparis,monoporus,23.60000038,NA,925,bathydemersal,0
1984,fbs,Paraliparis,murieli,NA,NA,550,bathydemersal,NA
1984,fbs,Paraliparis,nassarum,29.39999962,NA,1090,bathydemersal,NA
1982,fbs,Paraliparis,neelovi,27,NA,1535,bathydemersal,0
2008,fbs,Paraliparis,nigellus,13.60000038,NA,2028.5,bathydemersal,NA
2012,fbs,Paraliparis,nigrolineatus,7.300000191,NA,NA,demersal,NA
2012,fbs,Paraliparis,nullansa,NA,NA,NA,demersal,NA
2003,fbs,Paraliparis,obliquosus,10.10000038,NA,847.5,bathydemersal,NA
2001,fbs,Paraliparis,obtusirostris,NA,NA,NA,bathydemersal,NA
1979,fbs,Paraliparis,operculosus,12.60000038,NA,695,bathydemersal,NA
2012,fbs,Paraliparis,orbitalis,NA,NA,1160,bathydemersal,NA
2000,fbs,Paraliparis,orcadensis,NA,NA,NA,bathydemersal,NA
2012,fbs,Paraliparis,parviradialis,NA,NA,NA,demersal,NA
1978,fbs,Paraliparis,paucidens,16.39999962,NA,1905.5,bathydemersal,NA
2012,fbs,Paraliparis,pearcyi,NA,NA,NA,bathydemersal,NA
1978,fbs,Paraliparis,pectoralis,21.79999924,NA,1158.5,bathydemersal,NA
2010,fbs,Paraliparis,penicillus,NA,NA,862.5,pelagic-oceanic,NA
2001,fbs,Paraliparis,piceus,14.89999962,NA,NA,bathydemersal,NA
2001,fbs,Paraliparis,plagiostomus,13.69999981,NA,NA,bathydemersal,NA
2012,fbs,Paraliparis,plicatus,NA,NA,1544.5,bathydemersal,NA
2006,fbs,Paraliparis,porcus,8.5,NA,353,bathydemersal,NA
2012,fbs,Paraliparis,posteroporus,24,NA,1544.5,bathydemersal,NA
2012,fbs,Paraliparis,pseudokreffti,NA,NA,NA,bathydemersal,NA
2001,fbs,Paraliparis,retrodorsalis,NA,NA,NA,bathydemersal,NA
1890,fbs,Paraliparis,rosaceus,40,NA,2204,bathydemersal,NA
2001,fbs,Paraliparis,rossi,NA,NA,NA,bathydemersal,NA
2018,fbs,Paraliparis,ruficometes,NA,NA,1765,bathydemersal,NA
2005,fbs,Paraliparis,skeliphrus,NA,NA,1437.5,bathypelagic,NA
1979,fbs,Paraliparis,somovi,20.70000076,NA,628,bathydemersal,0
1986,fbs,Paraliparis,stehmanni,19.5,NA,2359.5,bathydemersal,0
2012,fbs,Paraliparis,tangaroa,NA,NA,1059.5,bathydemersal,NA
2001,fbs,Paraliparis,tasmaniensis,NA,NA,1050,bathydemersal,NA
1979,fbs,Paraliparis,tetrapteryx,14.19999981,NA,586.5,bathydemersal,0
1982,fbs,Paraliparis,thalassobathyalis,13.5,NA,1110,bathydemersal,0
1992,fbs,Paraliparis,tompkinsae,NA,NA,NA,bathydemersal,NA
1979,fbs,Paraliparis,trilobodon,10.39999962,NA,325,bathydemersal,0
1986,fbs,Paraliparis,trunovi,NA,NA,NA,bathydemersal,NA
1896,fbs,Paraliparis,ulochir,10.19999981,NA,1300,bathydemersal,NA
2004,fbs,Paraliparis,vaillanti,NA,NA,NA,demersal,NA
1984,fbs,Paraliparis,valentinae,24,NA,950,bathydemersal,0
2019,fbs,Paraliparis,variabilidens,NA,NA,1512,bathydemersal,NA
1991,fbs,Paraliparis,violaceus,14.39999962,NA,NA,bathydemersal,NA
2011,fbs,Paraliparis,vipera,NA,NA,NA,bathydemersal,NA
2012,fbs,Paraliparis,voroninorum,31.79999924,NA,NA,demersal,NA
2007,fbs,Paraliparis,wolffi,12.09000015,NA,NA,demersal,NA
1875,fbs,Paralonchurus,brasiliensis,30,72.19999695,NA,demersal,1
1869,fbs,Paralonchurus,dumerilii,45,NA,NA,demersal,1
1898,fbs,Paralonchurus,goodei,35,NA,35.5,benthopelagic,1
1875,fbs,Paralonchurus,peruanus,51,NA,NA,demersal,1
1869,fbs,Paralonchurus,petersii,35,NA,NA,demersal,1
1890,fbs,Paralonchurus,rathbuni,30,NA,NA,benthopelagic,1
1857,fbs,Paralticus,amboinensis,16,NA,0.5,reef-associated,NA
1953,fbs,Paraluteres,arqat,NA,NA,NA,demersal,NA
1851,fbs,Paraluteres,prionurus,11,NA,13,reef-associated,NA
1870,fbs,Parambassis,thomassi,12,NA,NA,demersal,1
1997,fbs,Paramonacanthus,arabicus,6.699999809,NA,18,demersal,NA
1851,fbs,Paramonacanthus,choirocephalus,11,NA,14,demersal,NA
1855,fbs,Paramonacanthus,cryptodon,7,NA,NA,reef-associated,NA
1855,fbs,Paramonacanthus,curtorhynchos,11.30000019,NA,64.5,demersal,NA
1855,fbs,Paramonacanthus,frenatus,8.699999809,NA,NA,demersal,NA
1809,fbs,Paramonacanthus,japonicus,12,NA,40,reef-associated,NA
1997,fbs,Paramonacanthus,lowei,13.89999962,NA,39,demersal,NA
1997,fbs,Paramonacanthus,matsuurai,10.60000038,NA,NA,demersal,NA
1870,fbs,Paramonacanthus,nematophorus,8.5,NA,NA,demersal,NA
1939,fbs,Paramonacanthus,nipponensis,15,NA,15.5,reef-associated,NA
1850,fbs,Paramonacanthus,oblongus,7.800000191,NA,NA,demersal,NA
1931,fbs,Paramonacanthus,otisensis,11,NA,20.5,demersal,NA
1829,fbs,Paramonacanthus,pusillus,14.60000038,NA,53.5,demersal,NA
1854,fbs,Paramonacanthus,sulcatus,20,NA,32.5,benthopelagic,NA
1854,fbs,Paramonacanthus,tricuspis,10,NA,30,demersal,NA
1897,fbs,Paramugil,georgii,30,NA,NA,demersal,NA
1849,fbs,Paramugil,parmatus,30,NA,NA,demersal,NA
2001,fbs,Paranebris,bauchotae,NA,NA,NA,demersal,NA
1830,fbs,Paranibea,semiluctuosa,40,NA,NA,demersal,1
1990,fbs,Paranotothenia,dewitti,NA,NA,NA,demersal,NA
1801,fbs,Paranotothenia,magellanica,38,NA,127.5,pelagic-oceanic,1
1846,fbs,Paranthias,colonus,35.59999847,NA,40,reef-associated,0
1828,fbs,Paranthias,furcifer,30,NA,54,reef-associated,0
2008,fbs,Parapercis,albipinna,NA,NA,NA,benthopelagic,NA
2014,fbs,Parapercis,albiventer,16.81999969,NA,24.5,pelagic-neritic,NA
1872,fbs,Parapercis,alboguttata,27,NA,85,demersal,NA
1876,fbs,Parapercis,allporti,33,NA,130,demersal,NA
2017,fbs,Parapercis,altipinnis,5.03000021,NA,60,pelagic-neritic,NA
1887,fbs,Parapercis,atlantica,14.30000019,NA,190,demersal,NA
1884,fbs,Parapercis,aurantiaca,17,NA,NA,demersal,NA
2003,fbs,Parapercis,australis,9.199999809,NA,41.5,demersal,NA
2006,fbs,Parapercis,banoni,19.14999962,NA,227.5,bathydemersal,NA
2008,fbs,Parapercis,basimaculata,7.75,NA,55,benthopelagic,NA
2010,fbs,Parapercis,bicoloripes,15.5,NA,NA,benthopelagic,NA
2012,fbs,Parapercis,bimacula,10.02000046,NA,11,reef-associated,NA
1904,fbs,Parapercis,binivirgata,NA,NA,312.5,bathydemersal,NA
2017,fbs,Parapercis,binotata,5.650000095,NA,NA,pelagic-neritic,NA
1976,fbs,Parapercis,biordinis,NA,NA,NA,demersal,NA
2017,fbs,Parapercis,caudopellucida,10.52000046,NA,127,reef-associated,NA
1910,fbs,Parapercis,clathrata,24,NA,26.5,reef-associated,NA
1993,fbs,Parapercis,colemani,8.220000267,NA,57.5,demersal,NA
1801,fbs,Parapercis,colias,45,2500,101,demersal,1
2008,fbs,Parapercis,compressa,8.699999809,NA,50,benthopelagic,NA
1792,fbs,Parapercis,cylindrica,23,NA,10.5,reef-associated,1
1910,fbs,Parapercis,decemfasciata,15,NA,NA,demersal,NA
2008,fbs,Parapercis,diagonalis,15,NA,13,benthopelagic,NA
1981,fbs,Parapercis,diplospilus,10,NA,35,demersal,NA
1971,fbs,Parapercis,dockinsi,17.20000076,NA,157.5,demersal,NA
2014,fbs,Parapercis,dongshaensis,11.05000019,NA,306,demersal,NA
1878,fbs,Parapercis,filamentosa,18,NA,NA,demersal,0
1979,fbs,Parapercis,flavescens,8.899999619,NA,NA,demersal,NA
2017,fbs,Parapercis,flavipinna,11.57999992,NA,NA,reef-associated,NA
2006,fbs,Parapercis,flavolabiata,9.100000381,NA,62,benthopelagic,NA
2008,fbs,Parapercis,flavolineata,14,NA,47.5,benthopelagic,NA
1985,fbs,Parapercis,fuscolineata,NA,NA,178.5,demersal,NA
1879,fbs,Parapercis,gilliesii,NA,NA,NA,demersal,NA
1884,fbs,Parapercis,haackei,10,NA,18,reef-associated,NA
1829,fbs,Parapercis,hexophtalma,29,NA,13.5,reef-associated,1
2017,fbs,Parapercis,hoi,6.059999943,NA,91,reef-associated,NA
1966,fbs,Parapercis,kamoharai,20,NA,NA,demersal,NA
2008,fbs,Parapercis,katoi,17.68000031,NA,150,benthopelagic,NA
2012,fbs,Parapercis,kentingensis,13.06000042,NA,100,benthopelagic,NA
2002,fbs,Parapercis,lata,21.20000076,NA,30.5,demersal,NA
2003,fbs,Parapercis,lineopunctata,7.409999847,NA,19,reef-associated,NA
2011,fbs,Parapercis,lutevittata,15.03999996,NA,75,demersal,NA
1911,fbs,Parapercis,macrophthalma,14,NA,185.5,demersal,NA
1801,fbs,Parapercis,maculata,20,NA,16.5,reef-associated,NA
2012,fbs,Parapercis,maramara,10.81999969,NA,NA,benthopelagic,NA
1992,fbs,Parapercis,maritzi,18.5,NA,NA,reef-associated,NA
1860,fbs,Parapercis,millepunctata,18,NA,26.5,reef-associated,NA
2013,fbs,Parapercis,moki,10.43999958,NA,NA,demersal,NA
1884,fbs,Parapercis,multifasciata,18,NA,NA,demersal,NA
1984,fbs,Parapercis,multiplicata,15,NA,22,reef-associated,0
1918,fbs,Parapercis,muronis,9.739999771,NA,NA,demersal,NA
2008,fbs,Parapercis,natator,8.859999657,NA,22.5,benthopelagic,NA
1825,fbs,Parapercis,nebulosa,25,NA,65.5,demersal,NA
2014,fbs,Parapercis,nigrodorsalis,15.60000038,NA,168,demersal,NA
1960,fbs,Parapercis,okamurai,13,NA,NA,demersal,NA
1902,fbs,Parapercis,ommatura,11,NA,NA,demersal,NA
2007,fbs,Parapercis,pacifica,18.57999992,NA,3,benthopelagic,NA
2006,fbs,Parapercis,phenax,18,NA,461,bathydemersal,NA
1843,fbs,Parapercis,pulchella,20,NA,NA,demersal,0
1829,fbs,Parapercis,punctata,14.27000046,NA,NA,demersal,NA
1829,fbs,Parapercis,punctulata,13,NA,NA,reef-associated,NA
2007,fbs,Parapercis,queenslandica,20.79000092,NA,14,benthopelagic,NA
1883,fbs,Parapercis,ramsayi,20,NA,42.5,demersal,NA
2010,fbs,Parapercis,randalli,10.11999989,NA,37.5,benthopelagic,NA
1929,fbs,Parapercis,robinsoni,30,NA,30.5,demersal,NA
1905,fbs,Parapercis,roseoviridis,15.89999962,NA,306.5,demersal,NA
2017,fbs,Parapercis,rubricaudalis,6.860000134,NA,94.5,reef-associated,NA
2012,fbs,Parapercis,rubromaculata,11.39999962,NA,65,benthopelagic,NA
2001,fbs,Parapercis,rufa,NA,NA,87.5,demersal,NA
2012,fbs,Parapercis,sagma,7.159999847,NA,67.5,reef-associated,NA
1900,fbs,Parapercis,schauinslandii,18,NA,89.5,reef-associated,NA
1843,fbs,Parapercis,sexfasciata,12,NA,NA,demersal,1
2006,fbs,Parapercis,sexlorata,12,NA,111.5,benthopelagic,NA
2008,fbs,Parapercis,shaoi,15.30000019,NA,NA,benthopelagic,NA
1984,fbs,Parapercis,signata,13,NA,NA,reef-associated,NA
1968,fbs,Parapercis,simulata,NA,NA,78,demersal,NA
1905,fbs,Parapercis,snyderi,11,NA,25,reef-associated,NA
2017,fbs,Parapercis,soliorta,11.25,NA,NA,reef-associated,NA
1968,fbs,Parapercis,somaliensis,15,NA,NA,demersal,NA
1884,fbs,Parapercis,stricticeps,18,NA,NA,demersal,NA
1913,fbs,Parapercis,striolata,20,NA,255,bathydemersal,NA
1801,fbs,Parapercis,tetracantha,26,NA,18.5,reef-associated,NA
2008,fbs,Parapercis,vittafrons,9,NA,25,benthopelagic,NA
2007,fbs,Parapercis,xanthogramma,17.44000053,NA,3,benthopelagic,NA
1849,fbs,Parapercis,xanthozona,23,NA,19,reef-associated,NA
1787,fbs,Paraplagusia,bilineata,31.60000038,NA,13,demersal,1
1851,fbs,Paraplagusia,blochii,22,NA,43.5,demersal,1
1878,fbs,Paraplagusia,guttata,21,NA,NA,demersal,NA
1846,fbs,Paraplagusia,japonica,35,NA,42.5,demersal,1
1991,fbs,Paraplagusia,longirostris,27.62000084,NA,49,demersal,0
1993,fbs,Paraplagusia,sinerama,27.95000076,NA,25,demersal,NA
1984,fbs,Paraplesiops,alisonae,15,NA,NA,reef-associated,NA
1861,fbs,Paraplesiops,bleekeri,NA,NA,NA,reef-associated,NA
1869,fbs,Paraplesiops,meleagris,33,NA,NA,reef-associated,1
1908,fbs,Paraplesiops,poweri,8.300000191,NA,NA,reef-associated,NA
1987,fbs,Paraplesiops,sinclairi,22,NA,27,reef-associated,NA
1966,fbs,Paraploactis,hongkongiensis,NA,NA,NA,demersal,NA
1978,fbs,Paraploactis,intonsa,NA,NA,NA,demersal,NA
1904,fbs,Paraploactis,kagoshimensis,12,NA,NA,demersal,NA
1913,fbs,Paraploactis,obbesi,5,NA,20,demersal,NA
1978,fbs,Paraploactis,pulvinus,NA,NA,NA,demersal,NA
1933,fbs,Paraploactis,taprobanensis,NA,NA,NA,demersal,NA
1865,fbs,Paraploactis,trachyderma,NA,NA,NA,demersal,NA
1840,fbs,Paraplotosus,albilabris,134,NA,6.5,reef-associated,1
1998,fbs,Paraplotosus,butleri,32.5,NA,2.5,reef-associated,NA
1879,fbs,Paraplotosus,muelleri,26.79999924,NA,4,reef-associated,NA
1837,fbs,Parapocryptes,rictuosus,15,NA,NA,demersal,0
1846,fbs,Parapocryptes,serperaster,23,NA,NA,demersal,0
1889,fbs,Parapolynemus,verekeri,11,NA,NA,demersal,0
1923,fbs,Parapriacanthus,argenteus,6.599999905,NA,NA,reef-associated,NA
2016,fbs,Parapriacanthus,darros,4.949999809,NA,28.5,reef-associated,NA
1935,fbs,Parapriacanthus,dispar,16,NA,25,reef-associated,NA
1911,fbs,Parapriacanthus,elongatus,14,NA,31,demersal,NA
1871,fbs,Parapriacanthus,guentheri,5.599999905,NA,NA,reef-associated,NA
2016,fbs,Parapriacanthus,kwazulu,4.199999809,NA,NA,reef-associated,NA
1971,fbs,Parapriacanthus,marei,10,NA,NA,reef-associated,NA
2016,fbs,Parapriacanthus,punctulatus,6.699999809,NA,38.5,reef-associated,NA
2016,fbs,Parapriacanthus,rahah,5.400000095,NA,NA,reef-associated,NA
1998,fbs,Pempheris,rapa,13.47000027,NA,10,reef-associated,NA
1877,fbs,Pempheris,rhomboidea,13.19999981,NA,NA,pelagic-neritic,NA
2015,fbs,Pempheris,rochai,NA,NA,5.5,pelagic-neritic,NA
2015,fbs,Pempheris,rubricauda,7.699999809,NA,5.5,pelagic-neritic,NA
2014,fbs,Pempheris,sarayu,13,NA,3.5,pelagic-neritic,NA
1848,fbs,Pempheris,schomburgkii,15,NA,16.5,reef-associated,NA
1915,fbs,Pempheris,schreineri,NA,NA,NA,benthopelagic,NA
1855,fbs,Pempheris,schwenkii,15,NA,22.5,reef-associated,NA
2015,fbs,Pempheris,sergey,10.39999962,NA,10.5,reef-associated,NA
2015,fbs,Pempheris,shimoni,NA,NA,5.5,reef-associated,NA
2015,fbs,Pempheris,shirleen,NA,NA,5.5,reef-associated,NA
2015,fbs,Pempheris,smithorum,12.64999962,NA,5.5,pelagic-neritic,NA
2015,fbs,Pempheris,tau,11.64999962,NA,5.5,pelagic-neritic,NA
2015,fbs,Pempheris,ternay,9.100000381,NA,5,reef-associated,NA
2015,fbs,Pempheris,tilman,9.649999619,NA,5.5,pelagic-neritic,NA
2015,fbs,Pempheris,tiran,12.19999981,NA,5.5,reef-associated,NA
2014,fbs,Pempheris,tominagai,11.69999981,NA,5.5,pelagic-neritic,NA
2015,fbs,Pempheris,trinco,10.69999981,NA,6.5,reef-associated,NA
2013,fbs,Pempheris,ufuagari,19.68000031,NA,3.5,pelagic-neritic,NA
1831,fbs,Pempheris,vanicolensis,20,NA,13,reef-associated,NA
2015,fbs,Pempheris,viridis,7.949999809,NA,5.5,reef-associated,NA
2015,fbs,Pempheris,wilsoni,12.30000019,NA,5.5,reef-associated,NA
2015,fbs,Pempheris,xanthomma,10,NA,6,reef-associated,NA
1963,fbs,Pempheris,xanthoptera,15,NA,NA,demersal,0
1996,fbs,Pempheris,ypsilychnus,12.06000042,NA,12.5,demersal,NA
2015,fbs,Pempheris,zajonzi,8.899999619,NA,5.5,reef-associated,NA
1911,fbs,Penetopteryx,nanus,3.230000019,NA,NA,pelagic-neritic,NA
1881,fbs,Penetopteryx,taeniocephalus,7.25,NA,1,demersal,NA
1793,fbs,Pennahia,anea,30,NA,NA,demersal,1
1782,fbs,Pennahia,argentata,40,NA,80,benthopelagic,1
1937,fbs,Pennahia,macrocephalus,27.79999924,NA,NA,demersal,1
1996,fbs,Pennahia,ovata,18,NA,42.5,benthopelagic,NA
1940,fbs,Pennahia,pawak,23.20000076,NA,NA,benthopelagic,1
2011,fbs,Penopus,japonicus,22.89999962,NA,NA,benthopelagic,NA
1888,fbs,Penopus,microphthalmus,35,NA,2247.5,bathydemersal,0
1845,fbs,Pentaceropsis,recurvirostris,50,NA,135,reef-associated,1
1829,fbs,Pentaceros,capensis,35,NA,185,benthopelagic,1
1859,fbs,Pentaceros,decacanthus,25.5,NA,248.5,bathydemersal,NA
1883,fbs,Pentaceros,japonicus,25,NA,465,benthopelagic,1
1988,fbs,Pentaceros,quinquespinis,NA,NA,192.5,pelagic-neritic,NA
1844,fbs,Pentaceros,richardsoni,56,NA,500,pelagic-oceanic,1
1983,fbs,Pentaceros,wheeleri,44,1200,473,benthopelagic,1
1912,fbs,Pentanchus,profundicolus,51,NA,871,bathydemersal,0
1758,fbs,Pentanemus,quinquarius,35,NA,40,demersal,1
2001,fbs,Pentapodus,aureofasciatus,25,NA,20,reef-associated,NA
1848,fbs,Pentapodus,bifasciatus,20,NA,11,reef-associated,0
1830,fbs,Pentapodus,caninus,35,NA,18.5,reef-associated,0
1843,fbs,Pentapodus,emeryii,35,NA,18.5,reef-associated,0
2012,fbs,Pentapodus,komodoensis,10.40999985,NA,18.5,reef-associated,NA
1915,fbs,Pentapodus,nagasakiensis,20,NA,60,reef-associated,0
2009,fbs,Pentapodus,numberii,16.04999924,NA,36,pelagic-neritic,NA
1859,fbs,Pentapodus,paradiseus,30,NA,40,reef-associated,0
1870,fbs,Parapriacanthus,ransonneti,10,NA,16.5,reef-associated,NA
2016,fbs,Parapriacanthus,sharm,NA,NA,NA,reef-associated,NA
1825,fbs,Parapristipoma,humile,37.5,NA,NA,demersal,1
1912,fbs,Parapristipoma,macrops,40,NA,55,demersal,NA
1833,fbs,Parapristipoma,octolineatum,50,NA,30.5,demersal,1
1793,fbs,Parapristipoma,trilineatum,40,1050,NA,benthopelagic,1
1973,fbs,Parapristipomoides,squamimaxillaris,51.29999924,NA,295,reef-associated,1
1876,fbs,Parapsettus,panamensis,30,NA,NA,reef-associated,NA
1856,fbs,Parapterois,heterura,38,NA,170,demersal,NA
1896,fbs,Parapterois,macrura,12.39999962,NA,247,benthopelagic,NA
1981,fbs,Parasaccogaster,melanomycter,NA,NA,NA,reef-associated,0
1972,fbs,Parasaccogaster,normae,NA,NA,115,demersal,0
1987,fbs,Parasaccogaster,rhamphidognatha,6,NA,NA,bathydemersal,0
1984,fbs,Parasciadonus,brevibrachium,NA,NA,NA,bathydemersal,0
